"df_name","crime_category","model","num_articles_predicted","AUC","Cutoff_for_max_F_score","Max_F_score","Precision_for_max_F_score","Recall_for_max_F_score","Cutoff_for_max_Accuracy","Max_Accuracy","Precision_for_max_Accuracy","Recall_for_max_Accuracy","Cutoff_for_max_matt_coef","Max_Matt_coef","Precision_for_max_Matt_coef","Recall_for_max_Matt_coef","is_tfidf","is_stem","is_stem_and_tfidf","df_term_total","total_positives","total_negatives"
"mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault","FORESTS",1000,0.976,0.385,0.86,0.939,0.794,0.385,0.975,0.939,0.794,0.385,0.85,0.939,0.794,1,0,0,1305,97,903
"mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault","MAXENTROPY",1000,0.959,0.598,0.845,0.878,0.814,0.598,0.971,0.878,0.814,0.598,0.83,0.878,0.814,1,0,0,1305,97,903
"mydtm_w_tfidf_sparse_0.98","code_10_Sexual Assault","RANDOM FOREST ENSEMBLE",250,0.99,0.592,0.875,0.933,0.824,0.592,0.968,0.933,0.824,0.592,0.859,0.933,0.824,1,0,0,1305,97,903
"mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality","SVM",1000,0.853,0.384,0.32,0.4,0.267,0.73,0.984,0,0,0.384,0.318,0.4,0.267,1,0,0,1305,15,985
"mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality","GLMNET",1000,0.883,0.108,0.312,0.294,0.333,0.554,0.984,0,0,0.108,0.302,0.294,0.333,1,0,0,1305,15,985
"mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality","FORESTS",1000,0.832,0.095,0.421,0.348,0.533,0.165,0.987,0.667,0.267,0.095,0.42,0.348,0.533,1,0,0,1305,15,985
"mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality","MAXENTROPY",1000,0.849,0.46,0.286,0.308,0.267,0.903,0.985,0.5,0.067,0.725,0.286,0.429,0.2,1,0,0,1305,15,985
"mydtm_w_tfidf_sparse_0.98","code_11_Police Brutality","RANDOM FOREST ENSEMBLE",250,0.97,0.378,0.5,1,0.333,0.378,0.992,1,0.333,0.378,0.575,1,0.333,1,0,0,1305,15,985
"mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct","SVM",1000,0.925,0.164,0.408,0.526,0.333,0.204,0.972,0.571,0.267,0.078,0.411,0.286,0.667,1,0,0,1305,30,970
"mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct","GLMNET",1000,0.889,0.089,0.4,0.371,0.433,0.169,0.97,0.5,0.167,0.078,0.386,0.333,0.5,1,0,0,1305,30,970
"mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct","FORESTS",1000,0.935,0.09,0.481,0.388,0.633,0.18,0.973,0.667,0.2,0.085,0.481,0.344,0.733,1,0,0,1305,30,970
"mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct","MAXENTROPY",1000,0.939,0.08,0.507,0.422,0.633,0.93,0.972,0.667,0.133,0.08,0.499,0.422,0.633,1,0,0,1305,30,970
"mydtm_w_tfidf_sparse_0.98","code_12_Police Misconduct","RANDOM FOREST ENSEMBLE",250,0.966,0.204,0.667,0.625,0.714,0.672,0.98,1,0.286,0.204,0.658,0.625,0.714,1,0,0,1305,30,970
"mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence","SVM",1000,0.943,0.684,0.837,0.922,0.767,0.684,0.894,0.922,0.767,0.684,0.767,0.922,0.767,1,0,0,1305,356,644
"mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence","GLMNET",1000,0.976,0.206,0.904,0.886,0.921,0.33,0.932,0.929,0.876,0.33,0.851,0.929,0.876,1,0,0,1305,356,644
"mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence","FORESTS",1000,0.98,0.46,0.901,0.934,0.871,0.52,0.933,0.968,0.84,0.52,0.854,0.968,0.84,1,0,0,1305,356,644
"mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence","MAXENTROPY",1000,0.913,0.922,0.833,0.869,0.801,1,0.893,0.937,0.75,1,0.766,0.937,0.75,1,0,0,1305,356,644
"mydtm_w_tfidf_sparse_0.98","code_13_Gun Violence","RANDOM FOREST ENSEMBLE",250,0.985,0.65,0.926,0.962,0.893,0.739,0.952,0.974,0.881,0.739,0.892,0.974,0.881,1,0,0,1305,356,644
"mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ","SVM",1000,0.95,0.061,0.6,0.581,0.621,0.107,0.976,0.632,0.414,0.061,0.588,0.581,0.621,1,0,0,1305,29,971
"mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ","GLMNET",1000,0.827,0.011,0.24,0.169,0.414,0.051,0.972,0.667,0.069,0.008,0.258,0.126,0.724,1,0,0,1305,29,971
"mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ","FORESTS",1000,0.863,0.03,0.261,0.174,0.517,0.2,0.97,0,0,0.015,0.282,0.123,0.862,1,0,0,1305,29,971
"mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ","MAXENTROPY",1000,0.963,0.044,0.676,0.59,0.793,0.14,0.981,0.778,0.483,0.034,0.677,0.571,0.828,1,0,0,1305,29,971
"mydtm_w_tfidf_sparse_0.98","code_14_GLBTQ","RANDOM FOREST ENSEMBLE",250,0.789,0.358,0.667,0.714,0.625,0.51,0.98,0.8,0.5,0.245,0.659,0.6,0.75,1,0,0,1305,29,971
"mydtm_w_tfidf_sparse_0.98","code_15_Juvenile","SVM",1000,0.83,0.12,0.479,0.38,0.648,0.771,0.888,0.778,0.115,0.091,0.405,0.331,0.779,1,0,0,1305,122,878
"mydtm_w_tfidf_sparse_0.98","code_15_Juvenile","GLMNET",1000,0.898,0.109,0.565,0.444,0.779,0.241,0.895,0.6,0.418,0.109,0.513,0.444,0.779,1,0,0,1305,122,878
"mydtm_w_tfidf_sparse_0.98","code_15_Juvenile","FORESTS",1000,0.888,0.175,0.547,0.473,0.648,0.295,0.903,0.805,0.27,0.16,0.483,0.45,0.697,1,0,0,1305,122,878
"mydtm_w_tfidf_sparse_0.98","code_15_Juvenile","MAXENTROPY",1000,0.677,0.001,0.378,0.303,0.5,1,0.868,0.417,0.205,0.001,0.278,0.303,0.5,1,0,0,1305,122,878
"mydtm_w_tfidf_sparse_0.98","code_15_Juvenile","RANDOM FOREST ENSEMBLE",250,0.873,0.494,0.531,0.472,0.607,0.766,0.9,0.8,0.143,0.494,0.468,0.472,0.607,1,0,0,1305,122,878
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","SVM",1000,0.968,0.016,0.25,0.182,0.4,0.085,0.994,0,0,0.016,0.264,0.182,0.4,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","GLMNET",1000,0.5,0.003,0.01,0.005,1,0.003,0.005,0.005,1,99999,99999,99999,99999,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","FORESTS",1000,0.718,0.005,0.027,0.014,0.8,0.075,0.994,0,0,0.005,0.079,0.014,0.8,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","MAXENTROPY",1000,0.906,0.002,0.066,0.034,0.8,0.296,0.994,0,0,0.002,0.151,0.034,0.8,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_16_Re-Entry","RANDOM FOREST ENSEMBLE",250,99999,99999,99999,99999,99999,0.433,0.996,0,99999,99999,99999,99999,99999,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","SVM",1000,0.737,0.327,0.669,0.555,0.844,0.371,0.681,0.58,0.759,0.327,0.389,0.555,0.844,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","GLMNET",1000,0.765,0.282,0.692,0.572,0.873,0.392,0.701,0.616,0.687,0.282,0.436,0.572,0.873,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","FORESTS",1000,0.769,0.345,0.686,0.566,0.868,0.46,0.714,0.629,0.707,0.345,0.424,0.566,0.868,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","MAXENTROPY",1000,0.612,0,0.574,0.403,1,0.728,0.622,0.53,0.543,0.004,0.224,0.529,0.566,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_17_Violence","RANDOM FOREST ENSEMBLE",250,0.671,0.193,0.676,0.532,0.926,0.435,0.636,0.567,0.667,0.193,0.351,0.532,0.926,1,0,0,1305,403,597
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","SVM",1000,0.935,0.087,0.421,0.364,0.5,0.713,0.993,1,0.125,0.087,0.421,0.364,0.5,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","GLMNET",1000,0.799,0.214,0.2,0.5,0.125,0.214,0.992,0.5,0.125,0.214,0.247,0.5,0.125,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","FORESTS",1000,0.933,0.06,0.316,0.273,0.375,0.145,0.992,0.5,0.125,0.04,0.325,0.15,0.75,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","MAXENTROPY",1000,0.79,0.973,0.364,0.667,0.25,0.996,0.993,1,0.125,0.973,0.406,0.667,0.25,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_18_Beat Realignment / Police Resouce Allocation","RANDOM FOREST ENSEMBLE",250,0.674,0.002,0.074,0.04,0.5,0.4,0.988,0,0,0.002,0.12,0.04,0.5,1,0,0,1305,8,992
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","SVM",1000,0.897,0.402,0.308,0.5,0.222,0.973,0.992,1,0.111,0.973,0.332,1,0.111,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","GLMNET",1000,0.933,0.046,0.48,0.375,0.667,0.993,0.992,1,0.111,0.026,0.517,0.308,0.889,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","FORESTS",1000,0.878,0.125,0.286,0.4,0.222,0.155,0.991,0.5,0.111,0.04,0.294,0.167,0.556,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","MAXENTROPY",1000,0.839,0.041,0.385,0.294,0.556,0.996,0.992,1,0.111,0.041,0.397,0.294,0.556,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_19_Probation","RANDOM FOREST ENSEMBLE",250,0.996,0.044,0.667,0.5,1,0.044,0.996,0.5,1,0.044,0.706,0.5,1,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","SVM",1000,0.667,0.05,0.08,0.053,0.167,0.138,0.993,0,0,0.029,0.097,0.038,0.333,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","GLMNET",1000,0.533,0.019,0.08,0.053,0.167,0.057,0.993,0,0,0.019,0.084,0.053,0.167,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","FORESTS",1000,0.62,0.05,0.143,0.125,0.167,0.14,0.993,0,0,0.05,0.138,0.125,0.167,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","MAXENTROPY",1000,0.595,0.361,0.222,0.333,0.167,0.999,0.993,0,0,0.361,0.233,0.333,0.167,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_20_Parole","RANDOM FOREST ENSEMBLE",250,0.292,0,0.016,0.008,1,0.177,0.988,0,0,0.177,-0.006,0,0,1,0,0,1305,6,994
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","SVM",1000,0.801,0.072,0.174,0.143,0.222,0.448,0.99,0,0,0.202,0.188,0.333,0.111,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","GLMNET",1000,0.88,0.46,0.182,0.5,0.111,0.46,0.991,0.5,0.111,0.46,0.233,0.5,0.111,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","FORESTS",1000,0.863,0.09,0.1,0.091,0.111,0.185,0.99,0,0,0.02,0.163,0.04,0.889,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","MAXENTROPY",1000,0.648,0.175,0.1,0.091,0.111,0.979,0.99,0,0,0.175,0.091,0.091,0.111,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","RANDOM FOREST ENSEMBLE",250,0.885,0.059,0.154,0.091,0.5,0.253,0.988,0,0,0.059,0.2,0.091,0.5,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","SVM",1000,0.927,0.211,0.672,0.721,0.629,0.52,0.962,0.9,0.514,0.476,0.667,0.864,0.543,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","GLMNET",1000,0.926,0.241,0.655,0.796,0.557,0.422,0.961,0.919,0.486,0.422,0.652,0.919,0.486,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","FORESTS",1000,0.934,0.315,0.694,0.824,0.6,0.34,0.963,0.867,0.557,0.315,0.685,0.824,0.6,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","MAXENTROPY",1000,0.836,0.627,0.557,0.654,0.486,0.994,0.952,0.789,0.429,0.994,0.56,0.789,0.429,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","RANDOM FOREST ENSEMBLE",250,0.95,0.612,0.833,0.938,0.75,0.612,0.976,0.938,0.75,0.612,0.827,0.938,0.75,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","SVM",1000,0.97,0.154,0.811,0.789,0.833,0.689,0.979,0.884,0.704,0.154,0.8,0.789,0.833,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","GLMNET",1000,0.951,0.125,0.764,0.75,0.778,0.45,0.975,0.854,0.648,0.125,0.75,0.75,0.778,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","FORESTS",1000,0.957,0.29,0.843,0.896,0.796,0.29,0.984,0.896,0.796,0.29,0.836,0.896,0.796,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","MAXENTROPY",1000,0.934,0.585,0.701,0.791,0.63,0.585,0.971,0.791,0.63,0.585,0.691,0.791,0.63,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","RANDOM FOREST ENSEMBLE",250,0.889,0.539,0.769,0.833,0.714,0.539,0.988,0.833,0.714,0.539,0.765,0.833,0.714,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","SVM",1000,0.952,0.176,0.74,0.719,0.762,0.372,0.957,0.836,0.607,0.176,0.716,0.719,0.762,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","GLMNET",1000,0.954,0.193,0.788,0.829,0.75,0.255,0.967,0.859,0.726,0.255,0.773,0.859,0.726,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","FORESTS",1000,0.969,0.26,0.798,0.798,0.798,0.26,0.966,0.798,0.798,0.26,0.779,0.798,0.798,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","MAXENTROPY",1000,0.9,0.95,0.588,0.618,0.56,0.968,0.934,0.622,0.548,0.95,0.553,0.618,0.56,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","RANDOM FOREST ENSEMBLE",250,0.981,0.2,0.847,0.806,0.893,0.458,0.964,0.913,0.75,0.2,0.828,0.806,0.893,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","SVM",1000,0.891,0.203,0.529,0.621,0.462,0.481,0.969,0.786,0.282,0.203,0.519,0.621,0.462,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","GLMNET",1000,0.944,0.052,0.516,0.444,0.615,0.202,0.965,0.643,0.231,0.052,0.5,0.444,0.615,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","FORESTS",1000,0.943,0.13,0.629,0.71,0.564,0.15,0.975,0.818,0.462,0.13,0.62,0.71,0.564,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","MAXENTROPY",1000,0.826,0.53,0.448,0.536,0.385,0.999,0.968,0.889,0.205,0.53,0.435,0.536,0.385,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","RANDOM FOREST ENSEMBLE",250,0.908,0.735,0.571,0.8,0.444,0.735,0.976,0.8,0.444,0.735,0.586,0.8,0.444,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","SVM",1000,0.949,0.464,0.836,0.816,0.857,0.494,0.899,0.821,0.85,0.464,0.764,0.816,0.857,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","GLMNET",1000,0.955,0.347,0.858,0.834,0.884,0.366,0.912,0.842,0.87,0.347,0.795,0.834,0.884,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","FORESTS",1000,0.967,0.4,0.872,0.821,0.93,0.465,0.92,0.862,0.874,0.4,0.816,0.821,0.93,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","MAXENTROPY",1000,0.839,0.001,0.736,0.691,0.787,0.996,0.839,0.799,0.621,0.001,0.614,0.691,0.787,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","RANDOM FOREST ENSEMBLE",250,0.948,0.25,0.885,0.828,0.951,0.384,0.92,0.843,0.926,0.25,0.829,0.828,0.951,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority","SVM",1000,0.985,0.757,0.706,0.75,0.667,0.757,0.995,0.75,0.667,0.757,0.705,0.75,0.667,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority","GLMNET",1000,0.994,0.417,0.667,0.667,0.667,0.915,0.994,0.8,0.444,0.417,0.664,0.667,0.667,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority","FORESTS",1000,0.996,0.09,0.692,0.529,1,0.405,0.993,1,0.222,0.09,0.725,0.529,1,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority","MAXENTROPY",1000,0.991,0.28,0.6,0.545,0.667,0.701,0.994,0.8,0.444,0.28,0.599,0.545,0.667,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority","RANDOM FOREST ENSEMBLE",250,0.992,0.148,0.5,0.333,1,0.892,0.992,0,0,0.148,0.575,0.333,1,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board","SVM",1000,0.477,0.005,0.011,0.006,1,0.009,0.994,0,0,0.005,0.024,0.006,1,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board","GLMNET",1000,0.492,0.005,0.01,0.005,1,0.012,0.994,0,0,0.012,-0.002,0,0,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board","FORESTS",1000,0.491,0.005,0.012,0.006,0.6,0.085,0.994,0,0,0.005,0.016,0.006,0.6,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board","MAXENTROPY",1000,0.388,0,0.01,0.005,1,0.999,0.994,0,0,0.999,-0.002,0,0,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_28_Chicago Police Board","RANDOM FOREST ENSEMBLE",250,99999,99999,99999,99999,99999,0.021,0.84,0,99999,99999,99999,99999,99999,1,0,0,1305,5,995
"mydtm_w_tfidf_sparse_0.98","code_29_Immigration","SVM",1000,0.968,0.164,0.571,0.571,0.571,0.714,0.994,1,0.143,0.164,0.568,0.571,0.571,1,0,0,1305,7,993
"mydtm_w_tfidf_sparse_0.98","code_29_Immigration","GLMNET",1000,0.969,0.038,0.375,0.333,0.429,0.223,0.993,0.5,0.286,0.223,0.375,0.5,0.286,1,0,0,1305,7,993
"mydtm_w_tfidf_sparse_0.98","code_29_Immigration","FORESTS",1000,0.889,0.065,0.727,1,0.571,0.065,0.997,1,0.571,0.065,0.755,1,0.571,1,0,0,1305,7,993
"mydtm_w_tfidf_sparse_0.98","code_29_Immigration","MAXENTROPY",1000,0.963,0.304,0.714,0.714,0.714,0.85,0.996,1,0.429,0.304,0.712,0.714,0.714,1,0,0,1305,7,993
"mydtm_w_tfidf_sparse_0.98","code_29_Immigration","RANDOM FOREST ENSEMBLE",250,0.478,0,0.008,0.004,1,0.31,0.992,0,0,0.31,-0.004,0,0,1,0,0,1305,7,993
"mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime","SVM",1000,0.706,0.3,0.436,0.348,0.584,0.753,0.81,0.658,0.124,0.344,0.263,0.371,0.515,1,0,0,1305,202,798
"mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime","GLMNET",1000,0.73,0.329,0.451,0.356,0.614,0.832,0.803,1,0.025,0.252,0.286,0.314,0.797,1,0,0,1305,202,798
"mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime","FORESTS",1000,0.741,0.33,0.466,0.358,0.668,0.525,0.802,0.643,0.045,0.385,0.304,0.427,0.48,1,0,0,1305,202,798
"mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime","MAXENTROPY",1000,0.591,0.967,0.365,0.306,0.45,1,0.686,0.303,0.426,0.967,0.169,0.306,0.45,1,0,0,1305,202,798
"mydtm_w_tfidf_sparse_0.98","code_31_Unspecified Crime","RANDOM FOREST ENSEMBLE",250,0.663,0.294,0.444,0.37,0.556,0.776,0.78,0,0,0.294,0.26,0.37,0.556,1,0,0,1305,202,798
"mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court","SVM",1000,0.819,0.005,0.01,0.005,1,0.72,0.998,0,0,0.005,0.063,0.005,1,1,0,0,1305,1,999
"mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court","GLMNET",1000,0.944,0.009,0.032,0.016,1,0.825,0.998,0,0,0.009,0.124,0.016,1,1,0,0,1305,1,999
"mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court","FORESTS",1000,0.294,0,0.002,0.001,1,0.105,0.998,0,0,0.105,-0.001,0,0,1,0,0,1305,1,999
"mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court","MAXENTROPY",1000,0.95,0.006,0.037,0.019,1,0.782,0.998,0,0,0.006,0.134,0.019,1,1,0,0,1305,1,999
"mydtm_w_tfidf_sparse_0.98","code_32_Illinois State Court","RANDOM FOREST ENSEMBLE",250,99999,99999,99999,99999,99999,0.079,0.996,0,99999,99999,99999,99999,99999,1,0,0,1305,1,999
"mydtm_w_tfidf_sparse_0.98","code_33_Arson","SVM",1000,0.939,0.099,0.583,0.875,0.438,0.37,0.99,1,0.375,0.099,0.615,0.875,0.438,1,0,0,1305,16,984
"mydtm_w_tfidf_sparse_0.98","code_33_Arson","GLMNET",1000,0.899,0.237,0.545,1,0.375,0.237,0.99,1,0.375,0.237,0.609,1,0.375,1,0,0,1305,16,984
"mydtm_w_tfidf_sparse_0.98","code_33_Arson","FORESTS",1000,0.824,0.105,0.56,0.778,0.438,0.185,0.989,1,0.312,0.105,0.579,0.778,0.438,1,0,0,1305,16,984
"mydtm_w_tfidf_sparse_0.98","code_33_Arson","MAXENTROPY",1000,0.911,0.038,0.615,0.8,0.5,0.057,0.991,1,0.438,0.057,0.658,1,0.438,1,0,0,1305,16,984
"mydtm_w_tfidf_sparse_0.98","code_33_Arson","RANDOM FOREST ENSEMBLE",250,0.604,0.037,0.105,0.062,0.333,0.933,0.984,0,0,0.037,0.121,0.062,0.333,1,0,0,1305,16,984
"mydtm_w_tfidf_sparse_0.98","code_34_Burlgary","SVM",1000,0.835,0.232,0.333,0.524,0.244,0.949,0.958,0.8,0.089,0.232,0.338,0.524,0.244,1,0,0,1305,45,955
"mydtm_w_tfidf_sparse_0.98","code_34_Burlgary","GLMNET",1000,0.893,0.05,0.453,0.393,0.533,0.39,0.96,0.857,0.133,0.05,0.428,0.393,0.533,1,0,0,1305,45,955
"mydtm_w_tfidf_sparse_0.98","code_34_Burlgary","FORESTS",1000,0.841,0.165,0.411,0.536,0.333,0.23,0.962,0.818,0.2,0.165,0.402,0.536,0.333,1,0,0,1305,45,955
"mydtm_w_tfidf_sparse_0.98","code_34_Burlgary","MAXENTROPY",1000,0.753,0.13,0.317,0.351,0.289,0.932,0.958,0.714,0.111,0.201,0.291,0.407,0.244,1,0,0,1305,45,955
"mydtm_w_tfidf_sparse_0.98","code_34_Burlgary","RANDOM FOREST ENSEMBLE",250,0.836,0.453,0.316,0.429,0.25,0.912,0.948,0,0,0.453,0.302,0.429,0.25,1,0,0,1305,45,955
"mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence","SVM",1000,0.981,0.726,0.725,0.833,0.641,0.778,0.981,0.857,0.615,0.726,0.722,0.833,0.641,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence","GLMNET",1000,0.974,0.085,0.714,0.593,0.897,0.531,0.978,0.815,0.564,0.07,0.719,0.581,0.923,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence","FORESTS",1000,0.985,0.26,0.773,0.694,0.872,0.33,0.98,0.757,0.718,0.26,0.768,0.694,0.872,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence","MAXENTROPY",1000,0.943,0.662,0.701,0.711,0.692,0.662,0.977,0.711,0.692,0.662,0.689,0.711,0.692,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_35_Driving Under the Influence","RANDOM FOREST ENSEMBLE",250,0.984,0.646,0.778,1,0.636,0.646,0.984,1,0.636,0.646,0.791,1,0.636,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_36_Fraud","SVM",1000,0.966,0.358,0.682,0.744,0.63,0.358,0.973,0.744,0.63,0.358,0.671,0.744,0.63,1,0,0,1305,46,954
"mydtm_w_tfidf_sparse_0.98","code_36_Fraud","GLMNET",1000,0.943,0.186,0.688,0.681,0.696,0.228,0.971,0.707,0.63,0.186,0.673,0.681,0.696,1,0,0,1305,46,954
"mydtm_w_tfidf_sparse_0.98","code_36_Fraud","FORESTS",1000,0.971,0.155,0.685,0.597,0.804,0.255,0.971,0.774,0.522,0.155,0.676,0.597,0.804,1,0,0,1305,46,954
"mydtm_w_tfidf_sparse_0.98","code_36_Fraud","MAXENTROPY",1000,0.875,0.549,0.575,0.61,0.543,0.999,0.965,0.867,0.283,0.549,0.556,0.61,0.543,1,0,0,1305,46,954
"mydtm_w_tfidf_sparse_0.98","code_36_Fraud","RANDOM FOREST ENSEMBLE",250,0.978,0.654,0.667,0.8,0.571,0.75,0.984,1,0.429,0.654,0.669,0.8,0.571,1,0,0,1305,46,954
"mydtm_w_tfidf_sparse_0.98","code_37_Robbery","SVM",1000,0.921,0.111,0.66,0.602,0.729,0.24,0.92,0.805,0.526,0.225,0.613,0.791,0.541,1,0,0,1305,133,867
