"df_name","crime_category","ensemble_model","num_articles_predicted","Precision","Recall","F_Score","Accuracy","True_Negative_n","False_Negative_n","True_Positive_n_","False_Positive_","is_tfidf","is_stem","is_stem_and_tfidf","df_term_total","total_positives","total_negatives"
"mydtm_w_tfidf_sparse_0.98","code_21_Criminal Justice Policy","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.991,991,9,0,0,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_one_model_prob_1_greater_than_0.2",1000,0.45,0.714,0.552,0.919,869,20,50,61,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_two_models_prob_1_greater_than_0.2",1000,0.682,0.643,0.662,0.954,909,25,45,21,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_three_models_prob_1_greater_than_0.2",1000,0.774,0.586,0.667,0.959,918,29,41,12,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","all_models_prob_1_greater_than_0.2",1000,0.917,0.471,0.623,0.96,927,37,33,3,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_one_model_prob_1_greater_than_0.3",1000,0.522,0.671,0.588,0.934,887,23,47,43,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_two_models_prob_1_greater_than_0.3",1000,0.8,0.571,0.667,0.96,920,30,40,10,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_three_models_prob_1_greater_than_0.3",1000,0.9,0.514,0.655,0.962,926,34,36,4,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","all_models_prob_1_greater_than_0.3",1000,0.939,0.443,0.602,0.959,928,39,31,2,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_one_model_prob_1_greater_than_0.4",1000,0.581,0.614,0.597,0.942,899,27,43,31,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_two_models_prob_1_greater_than_0.4",1000,0.854,0.5,0.631,0.959,924,35,35,6,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_three_models_prob_1_greater_than_0.4",1000,0.943,0.471,0.629,0.961,928,37,33,2,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","all_models_prob_1_greater_than_0.4",1000,0.913,0.3,0.452,0.949,928,49,21,2,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_one_model_prob_1_greater_than_0.5",1000,0.615,0.571,0.593,0.945,905,30,40,25,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_two_models_prob_1_greater_than_0.5",1000,0.889,0.457,0.604,0.958,926,38,32,4,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_three_models_prob_1_greater_than_0.5",1000,0.938,0.429,0.588,0.958,928,40,30,2,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","all_models_prob_1_greater_than_0.5",1000,1,0.214,0.353,0.945,930,55,15,0,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_one_model_prob_1_greater_than_0.6",1000,0.667,0.543,0.598,0.949,911,32,38,19,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_two_models_prob_1_greater_than_0.6",1000,0.889,0.457,0.604,0.958,926,38,32,4,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_three_models_prob_1_greater_than_0.6",1000,0.929,0.371,0.531,0.954,928,44,26,2,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","all_models_prob_1_greater_than_0.6",1000,1,0.057,0.108,0.934,930,66,4,0,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_one_model_prob_1_greater_than_0.7",1000,0.655,0.514,0.576,0.947,911,34,36,19,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_two_models_prob_1_greater_than_0.7",1000,0.912,0.443,0.596,0.958,927,39,31,3,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_three_models_prob_1_greater_than_0.7",1000,0.909,0.286,0.435,0.948,928,50,20,2,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","all_models_prob_1_greater_than_0.7",1000,1,0.014,0.028,0.931,930,69,1,0,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_one_model_prob_1_greater_than_0.8",1000,0.647,0.471,0.545,0.945,912,37,33,18,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_two_models_prob_1_greater_than_0.8",1000,0.909,0.429,0.583,0.957,927,40,30,3,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","at_least_three_models_prob_1_greater_than_0.8",1000,0.909,0.286,0.435,0.948,928,50,20,2,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_22_Drugs","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.93,930,70,0,0,1,0,0,1305,70,930
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_one_model_prob_1_greater_than_0.2",1000,0.627,0.87,0.729,0.965,918,7,47,28,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_two_models_prob_1_greater_than_0.2",1000,0.818,0.833,0.826,0.981,936,9,45,10,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_three_models_prob_1_greater_than_0.2",1000,0.851,0.741,0.792,0.979,939,14,40,7,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","all_models_prob_1_greater_than_0.2",1000,0.889,0.593,0.711,0.974,942,22,32,4,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_one_model_prob_1_greater_than_0.3",1000,0.703,0.833,0.763,0.972,927,9,45,19,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_two_models_prob_1_greater_than_0.3",1000,0.8,0.741,0.769,0.976,936,14,40,10,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_three_models_prob_1_greater_than_0.3",1000,0.841,0.685,0.755,0.976,939,17,37,7,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","all_models_prob_1_greater_than_0.3",1000,0.914,0.593,0.719,0.975,943,22,32,3,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_one_model_prob_1_greater_than_0.4",1000,0.694,0.796,0.741,0.97,927,11,43,19,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_two_models_prob_1_greater_than_0.4",1000,0.809,0.704,0.752,0.975,937,16,38,9,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_three_models_prob_1_greater_than_0.4",1000,0.872,0.63,0.731,0.975,941,20,34,5,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","all_models_prob_1_greater_than_0.4",1000,0.938,0.556,0.698,0.974,944,24,30,2,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_one_model_prob_1_greater_than_0.5",1000,0.732,0.759,0.745,0.972,931,13,41,15,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_two_models_prob_1_greater_than_0.5",1000,0.833,0.648,0.729,0.974,939,19,35,7,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_three_models_prob_1_greater_than_0.5",1000,0.912,0.574,0.705,0.974,943,23,31,3,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","all_models_prob_1_greater_than_0.5",1000,0.967,0.537,0.69,0.974,945,25,29,1,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_one_model_prob_1_greater_than_0.6",1000,0.765,0.722,0.743,0.973,934,15,39,12,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_two_models_prob_1_greater_than_0.6",1000,0.825,0.611,0.702,0.972,939,21,33,7,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_three_models_prob_1_greater_than_0.6",1000,0.939,0.574,0.713,0.975,944,23,31,2,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","all_models_prob_1_greater_than_0.6",1000,1,0.37,0.541,0.966,946,34,20,0,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_one_model_prob_1_greater_than_0.7",1000,0.776,0.704,0.738,0.973,935,16,38,11,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_two_models_prob_1_greater_than_0.7",1000,0.861,0.574,0.689,0.972,941,23,31,5,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_three_models_prob_1_greater_than_0.7",1000,0.931,0.5,0.651,0.971,944,27,27,2,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","all_models_prob_1_greater_than_0.7",1000,1,0.278,0.435,0.961,946,39,15,0,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_one_model_prob_1_greater_than_0.8",1000,0.766,0.667,0.713,0.971,935,18,36,11,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_two_models_prob_1_greater_than_0.8",1000,0.853,0.537,0.659,0.97,941,25,29,5,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","at_least_three_models_prob_1_greater_than_0.8",1000,0.926,0.463,0.617,0.969,944,29,25,2,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_23_Chicago Public Schools","all_models_prob_1_greater_than_0.8",1000,1,0.093,0.169,0.951,946,49,5,0,1,0,0,1305,54,946
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_one_model_prob_1_greater_than_0.2",1000,0.466,0.893,0.612,0.905,830,9,75,86,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_two_models_prob_1_greater_than_0.2",1000,0.717,0.786,0.75,0.956,890,18,66,26,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_three_models_prob_1_greater_than_0.2",1000,0.811,0.714,0.759,0.962,902,24,60,14,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","all_models_prob_1_greater_than_0.2",1000,0.867,0.619,0.722,0.96,908,32,52,8,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_one_model_prob_1_greater_than_0.3",1000,0.515,0.821,0.633,0.92,851,15,69,65,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_two_models_prob_1_greater_than_0.3",1000,0.797,0.702,0.747,0.96,901,25,59,15,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_three_models_prob_1_greater_than_0.3",1000,0.855,0.631,0.726,0.96,907,31,53,9,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","all_models_prob_1_greater_than_0.3",1000,0.86,0.512,0.642,0.952,909,41,43,7,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_one_model_prob_1_greater_than_0.4",1000,0.5,0.738,0.596,0.916,854,22,62,62,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_two_models_prob_1_greater_than_0.4",1000,0.818,0.643,0.72,0.958,904,30,54,12,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_three_models_prob_1_greater_than_0.4",1000,0.842,0.571,0.681,0.955,907,36,48,9,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","all_models_prob_1_greater_than_0.4",1000,0.938,0.357,0.517,0.944,914,54,30,2,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_one_model_prob_1_greater_than_0.5",1000,0.518,0.679,0.588,0.92,863,27,57,53,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_two_models_prob_1_greater_than_0.5",1000,0.845,0.583,0.69,0.956,907,35,49,9,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_three_models_prob_1_greater_than_0.5",1000,0.848,0.464,0.6,0.948,909,45,39,7,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","all_models_prob_1_greater_than_0.5",1000,0.889,0.19,0.314,0.93,914,68,16,2,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_one_model_prob_1_greater_than_0.6",1000,0.549,0.667,0.602,0.926,870,28,56,46,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_two_models_prob_1_greater_than_0.6",1000,0.849,0.536,0.657,0.953,908,39,45,8,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_three_models_prob_1_greater_than_0.6",1000,0.85,0.405,0.548,0.944,910,50,34,6,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","all_models_prob_1_greater_than_0.6",1000,0.75,0.036,0.068,0.918,915,81,3,1,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_one_model_prob_1_greater_than_0.7",1000,0.545,0.655,0.595,0.925,870,29,55,46,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_two_models_prob_1_greater_than_0.7",1000,0.843,0.512,0.637,0.951,908,41,43,8,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_three_models_prob_1_greater_than_0.7",1000,0.833,0.357,0.5,0.94,910,54,30,6,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.916,916,84,0,0,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_one_model_prob_1_greater_than_0.8",1000,0.571,0.619,0.594,0.929,877,32,52,39,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_two_models_prob_1_greater_than_0.8",1000,0.83,0.464,0.595,0.947,908,45,39,8,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","at_least_three_models_prob_1_greater_than_0.8",1000,0.885,0.274,0.418,0.936,913,61,23,3,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_24_Gangs","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.916,916,84,0,0,1,0,0,1305,84,916
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_one_model_prob_1_greater_than_0.2",1000,0.408,0.513,0.455,0.952,932,19,20,29,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_two_models_prob_1_greater_than_0.2",1000,0.607,0.436,0.507,0.967,950,22,17,11,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_three_models_prob_1_greater_than_0.2",1000,0.737,0.359,0.483,0.97,956,25,14,5,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","all_models_prob_1_greater_than_0.2",1000,1,0.103,0.186,0.965,961,35,4,0,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_one_model_prob_1_greater_than_0.3",1000,0.442,0.487,0.463,0.956,937,20,19,24,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_two_models_prob_1_greater_than_0.3",1000,0.579,0.282,0.379,0.964,953,28,11,8,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_three_models_prob_1_greater_than_0.3",1000,0.5,0.103,0.17,0.961,957,35,4,4,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","all_models_prob_1_greater_than_0.3",1000,1,0.026,0.05,0.962,961,38,1,0,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_one_model_prob_1_greater_than_0.4",1000,0.432,0.41,0.421,0.956,940,23,16,21,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_two_models_prob_1_greater_than_0.4",1000,0.688,0.282,0.4,0.967,956,28,11,5,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_three_models_prob_1_greater_than_0.4",1000,0.429,0.077,0.13,0.96,957,36,3,4,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","all_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.961,961,39,0,0,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_one_model_prob_1_greater_than_0.5",1000,0.516,0.41,0.457,0.962,946,23,16,15,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_two_models_prob_1_greater_than_0.5",1000,0.75,0.231,0.353,0.967,958,30,9,3,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_three_models_prob_1_greater_than_0.5",1000,0.667,0.051,0.095,0.962,960,37,2,1,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.961,961,39,0,0,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_one_model_prob_1_greater_than_0.6",1000,0.519,0.359,0.424,0.962,948,25,14,13,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_two_models_prob_1_greater_than_0.6",1000,0.9,0.231,0.367,0.969,960,30,9,1,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_three_models_prob_1_greater_than_0.6",1000,0.667,0.051,0.095,0.962,960,37,2,1,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.961,961,39,0,0,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_one_model_prob_1_greater_than_0.7",1000,0.56,0.359,0.438,0.964,950,25,14,11,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_two_models_prob_1_greater_than_0.7",1000,0.875,0.179,0.298,0.967,960,32,7,1,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_three_models_prob_1_greater_than_0.7",1000,0.667,0.051,0.095,0.962,960,37,2,1,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.961,961,39,0,0,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_one_model_prob_1_greater_than_0.8",1000,0.542,0.333,0.413,0.963,950,26,13,11,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_two_models_prob_1_greater_than_0.8",1000,0.8,0.103,0.182,0.964,960,35,4,1,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","at_least_three_models_prob_1_greater_than_0.8",1000,1,0.026,0.05,0.962,961,38,1,0,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_25_Illinois State Police","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.961,961,39,0,0,1,0,0,1305,39,961
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_one_model_prob_1_greater_than_0.2",1000,0.591,0.98,0.737,0.79,495,6,295,204,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_two_models_prob_1_greater_than_0.2",1000,0.712,0.96,0.818,0.871,582,12,289,117,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_three_models_prob_1_greater_than_0.2",1000,0.779,0.924,0.845,0.898,620,23,278,79,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","all_models_prob_1_greater_than_0.2",1000,0.848,0.688,0.76,0.869,662,94,207,37,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_one_model_prob_1_greater_than_0.3",1000,0.661,0.973,0.788,0.842,549,8,293,150,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_two_models_prob_1_greater_than_0.3",1000,0.768,0.944,0.846,0.897,613,17,284,86,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_three_models_prob_1_greater_than_0.3",1000,0.829,0.87,0.849,0.907,645,39,262,54,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","all_models_prob_1_greater_than_0.3",1000,0.852,0.668,0.749,0.865,664,100,201,35,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_one_model_prob_1_greater_than_0.4",1000,0.702,0.953,0.808,0.864,577,14,287,122,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_two_models_prob_1_greater_than_0.4",1000,0.804,0.914,0.855,0.907,632,26,275,67,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_three_models_prob_1_greater_than_0.4",1000,0.848,0.834,0.841,0.905,654,50,251,45,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","all_models_prob_1_greater_than_0.4",1000,0.881,0.638,0.74,0.865,673,109,192,26,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_one_model_prob_1_greater_than_0.5",1000,0.726,0.907,0.806,0.869,596,28,273,103,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_two_models_prob_1_greater_than_0.5",1000,0.835,0.841,0.838,0.902,649,48,253,50,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_three_models_prob_1_greater_than_0.5",1000,0.862,0.748,0.801,0.888,663,76,225,36,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","all_models_prob_1_greater_than_0.5",1000,0.909,0.595,0.719,0.86,681,122,179,18,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_one_model_prob_1_greater_than_0.6",1000,0.734,0.864,0.794,0.865,605,41,260,94,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_two_models_prob_1_greater_than_0.6",1000,0.858,0.784,0.819,0.896,660,65,236,39,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_three_models_prob_1_greater_than_0.6",1000,0.89,0.674,0.767,0.877,674,98,203,25,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","all_models_prob_1_greater_than_0.6",1000,0.934,0.515,0.664,0.843,688,146,155,11,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_one_model_prob_1_greater_than_0.7",1000,0.746,0.811,0.777,0.86,616,57,244,83,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_two_models_prob_1_greater_than_0.7",1000,0.872,0.701,0.777,0.879,668,90,211,31,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_three_models_prob_1_greater_than_0.7",1000,0.905,0.601,0.723,0.861,680,120,181,19,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","all_models_prob_1_greater_than_0.7",1000,0.95,0.375,0.538,0.806,693,188,113,6,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_one_model_prob_1_greater_than_0.8",1000,0.754,0.774,0.764,0.856,623,68,233,76,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_two_models_prob_1_greater_than_0.8",1000,0.885,0.638,0.741,0.866,674,109,192,25,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","at_least_three_models_prob_1_greater_than_0.8",1000,0.915,0.465,0.617,0.826,686,161,140,13,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_26_Homicides","all_models_prob_1_greater_than_0.8",1000,0.964,0.179,0.303,0.751,697,247,54,2,1,0,0,1305,301,699
"mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority","at_least_one_model_prob_1_greater_than_0.2",1000,0.412,0.778,0.538,0.988,981,2,7,10,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority","at_least_two_models_prob_1_greater_than_0.2",1000,0.462,0.667,0.545,0.99,984,3,6,7,1,0,0,1305,9,991
"mydtm_w_tfidf_sparse_0.98","code_27_Independent Police Review Authority","at_least_three_models_prob_1_greater_than_0.2",1000,0.5,0.667,0.571,0.991,985,3,6,6,1,0,0,1305,9,991
